task,candidate,text_col,val_macro_f1,val_weighted_f1
emotion,compact_feature_text__union_ridge_a2,compact_feature_text,0.35513787078844217,0.5502850222389121
emotion,compact_feature_text__union_ridge_a1,compact_feature_text,0.35407429398207785,0.552234295052401
emotion,compact_feature_text__union_svc_c05,compact_feature_text,0.3521501341161743,0.5649276974691412
emotion,compact_feature_text__union_logreg_c2,compact_feature_text,0.34870397421873356,0.5609445116253847
emotion,compact_feature_text__union_svc_c1,compact_feature_text,0.3398842914523622,0.5592844974475536
emotion,feature_text__union_logreg_c2,feature_text,0.3384506268527189,0.6055831516831294
emotion,feature_text__char_svc_c1,feature_text,0.3380654641498448,0.5944826642001009
emotion,compact_feature_text__word_svc_c05,compact_feature_text,0.3354960629925763,0.5576511788964075
emotion,compact_feature_text__word_svc_c1,compact_feature_text,0.3338158385200092,0.5633397325252012
emotion,compact_feature_text__word_logreg_c4,compact_feature_text,0.33316189634482773,0.5625982112929804
emotion,entity_text__union_svc_c1,entity_text,0.3299619808305625,0.5399659861847381
emotion,feature_text__union_ridge_a2,feature_text,0.32558812471638926,0.5873633285766047
emotion,feature_text__union_svc_c05,feature_text,0.3253290295952551,0.5973077272032509
emotion,compact_feature_text__char_svc_c1,compact_feature_text,0.32324068855709764,0.5399875538844198
emotion,speaker_text__char_svc_c1,speaker_text,0.3228534377705655,0.5061626120175379
emotion,entity_text__union_logreg_c2,entity_text,0.3211606228015155,0.5367959402123121
emotion,entity_text__union_ridge_a2,entity_text,0.32096955096294777,0.5279294811354373
emotion,entity_text__union_ridge_a1,entity_text,0.3209296347418358,0.5348335338879
emotion,feature_text__word_svc_c05,feature_text,0.3209294444866557,0.5925851585741455
emotion,speaker_text__union_svc_c05,speaker_text,0.3198405579719159,0.5162283442898598
emotion,compact_feature_text__word_pa,compact_feature_text,0.3196865436888803,0.5614940465945639
emotion,feature_text__word_logreg_c4,feature_text,0.31964547170560054,0.5991979327257413
emotion,feature_text__union_svc_c1,feature_text,0.31905408538182567,0.5944898653235371
emotion,speaker_text__union_ridge_a2,speaker_text,0.3164570943261574,0.4981922329250468
emotion,speaker_text__union_svc_c1,speaker_text,0.3160893962990709,0.5180953770806777
emotion,entity_text__union_svc_c05,entity_text,0.3156576549033674,0.5385675931403707
emotion,speaker_text__union_ridge_a1,speaker_text,0.3150030365959565,0.5121810401698752
emotion,speaker_text__union_logreg_c2,speaker_text,0.31395898615069884,0.508257213799741
emotion,feature_text__union_ridge_a1,feature_text,0.3091514919661613,0.5779212716620715
emotion,speaker_text__word_svc_c05,speaker_text,0.30797280825594053,0.49895737878453944
emotion,speaker_text__word_logreg_c4,speaker_text,0.30602984475052825,0.4941351305913706
emotion,feature_text__word_svc_c1,feature_text,0.3059669743777803,0.5853718471394911
emotion,entity_text__word_logreg_c4,entity_text,0.3048998879949878,0.5254657115066287
emotion,entity_text__word_pa,entity_text,0.30471497717365753,0.5256089296066704
emotion,feature_text__word_pa,feature_text,0.30319488878006035,0.5832375471001433
emotion,speaker_text__word_svc_c1,speaker_text,0.30239046562618443,0.5074508221341721
emotion,entity_text__word_svc_c1,entity_text,0.30049993445762707,0.5187104453585346
emotion,feature_text__word_sgd_huber,feature_text,0.29980779715313755,0.5810239317332004
emotion,entity_text__word_svc_c05,entity_text,0.2962093680331353,0.508273985395745
emotion,entity_text__char_svc_c1,entity_text,0.29251269818478587,0.5149982857616142
emotion,feature_text__word_cnb,feature_text,0.29128928204940285,0.5592008069483461
emotion,compact_feature_text__word_cnb,compact_feature_text,0.28795865844411017,0.470551172315676
emotion,compact_feature_text__word_sgd_huber,compact_feature_text,0.27983874373074097,0.5243535137032558
emotion,speaker_text__word_pa,speaker_text,0.27902295978519037,0.5113566908388285
emotion,text_only__union_ridge_a1,text_only,0.27818905911568315,0.4641652247712384
emotion,entity_text__word_cnb,entity_text,0.2769842060045017,0.4509190311132039
emotion,text_only__union_ridge_a2,text_only,0.2741091446271321,0.4558600182718896
emotion,context_text__word_pa,context_text,0.27321006068873654,0.5547920909384323
emotion,context_text__word_logreg_c4,context_text,0.2708961609726875,0.5519501700354952
emotion,context_text__union_ridge_a2,context_text,0.2708528152185427,0.542277606373386
emotion,context_text__word_svc_c05,context_text,0.27014067001914466,0.5522107334067335
emotion,entity_text__word_sgd_huber,entity_text,0.2690211146543645,0.5005613711510968
emotion,text_only__union_svc_c05,text_only,0.2680908817349802,0.46275902854992934
emotion,context_text__word_sgd_huber,context_text,0.26571527418493546,0.5508945842336285
emotion,context_text__union_logreg_c2,context_text,0.2653035723505172,0.5480792763031972
emotion,text_only__union_svc_c1,text_only,0.2636692304370753,0.4535431344816772
emotion,context_text__union_svc_c05,context_text,0.26273774755997503,0.5492305166241902
emotion,text_only__union_logreg_c2,text_only,0.26261953032400953,0.47188114584183477
emotion,context_text__union_svc_c1,context_text,0.2624080688205201,0.5494828333385385
emotion,text_only__word_pa,text_only,0.2620297999951271,0.4638005745222779
emotion,context_text__word_cnb,context_text,0.26122711396460124,0.5413585134769243
emotion,context_text__union_ridge_a1,context_text,0.2611074168734992,0.5420531599620952
emotion,context_text__word_svc_c1,context_text,0.25941237883484664,0.5445776897328255
emotion,text_only__word_svc_c05,text_only,0.256879380195064,0.4499069113970045
emotion,text_only__word_logreg_c4,text_only,0.25669032576237477,0.4511112765663917
emotion,text_only__char_svc_c1,text_only,0.2542323107543204,0.4450797666143911
emotion,context_text__char_svc_c1,context_text,0.2531225998881128,0.5295946126586843
emotion,text_only__word_svc_c1,text_only,0.25259928021782796,0.45212177271896825
emotion,speaker_text__word_sgd_huber,speaker_text,0.25186271788576337,0.4920040967739186
emotion,speaker_text__word_cnb,speaker_text,0.24684332788291252,0.4226330422804878
emotion,text_only__word_cnb,text_only,0.22548436702009272,0.4030294448417573
emotion,text_only__word_sgd_huber,text_only,0.22177868110024912,0.4460734247245089
