task,candidate,text_col,val_macro_f1,val_weighted_f1
emotion,compact_feature_text__union_svc_c05,compact_feature_text,0.2602258834304083,0.49750781429349017
emotion,compact_feature_text__union_ridge_a2,compact_feature_text,0.25590051563202926,0.48297372589122944
emotion,compact_feature_text__union_logreg_c2,compact_feature_text,0.2537971683943224,0.4909828470459487
emotion,compact_feature_text__word_svc_c05,compact_feature_text,0.25108486007652364,0.48484875184484716
emotion,compact_feature_text__union_svc_c1,compact_feature_text,0.2508570664337168,0.4999799852974672
emotion,compact_feature_text__word_logreg_c4,compact_feature_text,0.25084698170040776,0.47670010210756836
emotion,compact_feature_text__word_svc_c1,compact_feature_text,0.24928335686130038,0.4960815856925918
emotion,speaker_text__union_ridge_a1,speaker_text,0.24775118898704562,0.49239623201074156
emotion,speaker_text__union_ridge_a2,speaker_text,0.24756521591156525,0.4752358627860987
emotion,speaker_text__union_svc_c05,speaker_text,0.2447445168109715,0.4991405024829287
emotion,compact_feature_text__char_svc_c1,compact_feature_text,0.2445390867218489,0.48846531493198975
emotion,speaker_text__union_logreg_c2,speaker_text,0.24197041772771288,0.49499758485416545
emotion,speaker_text__union_svc_c1,speaker_text,0.24107361205956918,0.4982909608015883
emotion,compact_feature_text__union_ridge_a1,compact_feature_text,0.23559548847107903,0.48010495261231656
emotion,speaker_text__word_svc_c1,speaker_text,0.2351876686795628,0.4936773761217721
emotion,speaker_text__word_svc_c05,speaker_text,0.233156108736927,0.47864064195501865
emotion,feature_text__char_svc_c1,feature_text,0.2331071186624356,0.519291553626435
emotion,speaker_text__char_svc_c1,speaker_text,0.23015170933133589,0.47855596831811625
emotion,speaker_text__word_pa,speaker_text,0.2287984979395325,0.5073638401205555
emotion,entity_text__char_svc_c1,entity_text,0.22548888782302962,0.4682624566896368
emotion,compact_feature_text__word_pa,compact_feature_text,0.22462437777877547,0.5080648303102595
emotion,speaker_text__word_logreg_c4,speaker_text,0.22445285423478234,0.46731827149744287
emotion,feature_text__union_svc_c05,feature_text,0.22433468796491116,0.5067429805424112
emotion,entity_text__union_svc_c1,entity_text,0.2242376631530813,0.4719300196420738
emotion,entity_text__union_ridge_a2,entity_text,0.222603881570719,0.4533762682850553
emotion,entity_text__union_svc_c05,entity_text,0.2222367478424168,0.4666919467990355
emotion,entity_text__word_logreg_c4,entity_text,0.2197280385340074,0.4543342085504256
emotion,entity_text__word_svc_c1,entity_text,0.21794083513790483,0.45557475109770645
emotion,feature_text__union_svc_c1,feature_text,0.21651978885061962,0.5101910161106604
emotion,entity_text__word_svc_c05,entity_text,0.2159009647913876,0.4518829785936719
emotion,entity_text__union_logreg_c2,entity_text,0.21558247643412487,0.46241726621672463
emotion,entity_text__word_pa,entity_text,0.21195602789537143,0.4734815521550402
emotion,text_only__union_ridge_a2,text_only,0.2117688108943966,0.43014980946487175
emotion,feature_text__union_ridge_a1,feature_text,0.21138275315620594,0.5015818508100509
emotion,feature_text__union_ridge_a2,feature_text,0.21082842550343595,0.4781211207566294
emotion,entity_text__union_ridge_a1,entity_text,0.20830588166671588,0.4531993857050458
emotion,speaker_text__word_cnb,speaker_text,0.20774329514087483,0.4142271452119662
emotion,feature_text__union_logreg_c2,feature_text,0.20465742485324376,0.4971645482189423
emotion,text_only__char_svc_c1,text_only,0.20436720245785794,0.43486877927925266
emotion,text_only__word_logreg_c4,text_only,0.20155830828528198,0.44066617059438895
emotion,text_only__union_svc_c05,text_only,0.20095482023007338,0.4480621118257145
emotion,compact_feature_text__word_sgd_huber,compact_feature_text,0.20022150625289348,0.4837329688428379
emotion,feature_text__word_svc_c05,feature_text,0.20013582843502445,0.477016283337628
emotion,entity_text__word_sgd_huber,entity_text,0.19834196711901836,0.45904614684789025
emotion,compact_feature_text__word_cnb,compact_feature_text,0.19717198375796935,0.4120538818913713
emotion,speaker_text__word_sgd_huber,speaker_text,0.19704023296918322,0.48268246804007797
emotion,text_only__union_ridge_a1,text_only,0.1966880685501932,0.43557874886986475
emotion,text_only__union_logreg_c2,text_only,0.19645842974817396,0.4479354258703359
emotion,text_only__union_svc_c1,text_only,0.19560537215154522,0.4451762679176964
emotion,feature_text__word_cnb,feature_text,0.19313961257941017,0.4623137885684226
emotion,feature_text__word_svc_c1,feature_text,0.19158957155513834,0.46717799578995745
emotion,text_only__word_svc_c05,text_only,0.19040846546012363,0.41813457385997044
emotion,feature_text__word_logreg_c4,feature_text,0.1899402565904662,0.46624584971364424
emotion,text_only__word_cnb,text_only,0.1859065297960235,0.3737995720810162
emotion,context_text__union_ridge_a1,context_text,0.1851416436089472,0.4676000954560694
emotion,text_only__word_pa,text_only,0.1837171031672463,0.4350328341835585
emotion,feature_text__word_pa,feature_text,0.1833611132211559,0.4851238790935643
emotion,text_only__word_svc_c1,text_only,0.18329780700807607,0.4221933744837876
emotion,context_text__union_svc_c1,context_text,0.18306897235006936,0.47076194813582867
emotion,text_only__word_sgd_huber,text_only,0.18286818666265547,0.4445909769153939
emotion,context_text__word_svc_c1,context_text,0.1806843839147393,0.4705612963243408
emotion,context_text__union_ridge_a2,context_text,0.18064329892881764,0.4599764050190809
emotion,context_text__word_logreg_c4,context_text,0.17985927471539126,0.48058071126232194
emotion,context_text__char_svc_c1,context_text,0.17893259077087112,0.46324769437907104
emotion,context_text__union_svc_c05,context_text,0.17588168872123952,0.4629495692398022
emotion,context_text__word_svc_c05,context_text,0.17232940719438433,0.46622427346570794
emotion,feature_text__word_sgd_huber,feature_text,0.17220763241147607,0.4423652112020074
emotion,entity_text__word_cnb,entity_text,0.17181683601226855,0.3848955269236707
emotion,context_text__union_logreg_c2,context_text,0.16986379362639253,0.4793893005289006
emotion,context_text__word_cnb,context_text,0.1574272916853348,0.42397675133675966
emotion,context_text__word_pa,context_text,0.15372992771033045,0.45122281267703196
emotion,context_text__word_sgd_huber,context_text,0.1480042748732861,0.4458456745479219
